from_community,from_id,to_community,to_id,crow_km,bike_reachable,bike_reachable_without_flying,n_options,n_options_with_bike,n_options_without_flying,boardings,modes,operators,journey_km,schedule_cautions,everyday_option_exists,recommended_summary,recommended_boardings,recommended_modes,recommended_operators,recommended_journey_km,recommended_schedule_cautions
Mayne Island,mayne-island,Lund,lund,164,TRUE,TRUE,10,7,6,7,ferry; local-bus; skytrain; bus; ferry; bus; local-bus,BC Ferries; TransLink; Squamish Connector; Sunshine Coast Connector; BC Transit,,limited; seasonal,FALSE,"Ferry, city bus, SkyTrain, coach bus, ferry, coach bus, then city bus.",7,ferry; local-bus; skytrain; bus; ferry; bus; local-bus,BC Ferries; TransLink; Squamish Connector; Sunshine Coast Connector; BC Transit,,limited; seasonal
Mayne Island,mayne-island,Maple Ridge,maple-ridge,67,TRUE,TRUE,5,5,4,4,ferry; local-bus; skytrain; local-bus,BC Ferries; TransLink,,,TRUE,"Ferry, city bus, SkyTrain, then city bus.",4,ferry; local-bus; skytrain; local-bus,BC Ferries; TransLink,,
Mayne Island,mayne-island,Merritt,merritt,231,TRUE,TRUE,4,4,4,4,ferry; local-bus; skytrain; bus,BC Ferries; TransLink; Ebus,,,TRUE,"Ferry, city bus, SkyTrain, then coach bus.",4,ferry; local-bus; skytrain; bus,BC Ferries; TransLink; Ebus,,
Mayne Island,mayne-island,Mill Bay,mill-bay,28,TRUE,TRUE,7,7,7,2,ferry; ferry,BC Ferries,44.3,,TRUE,"Ferry, city bus, then city bus.",3,ferry; local-bus; local-bus,BC Ferries; BC Transit,86.0,
Mayne Island,mayne-island,Mission,mission,80,TRUE,TRUE,5,5,5,4,ferry; local-bus; skytrain; local-train,BC Ferries; TransLink; TransLink (West Coast Express),,limited,FALSE,"Ferry, city bus, SkyTrain, city bus, then city bus.",5,ferry; local-bus; skytrain; local-bus; local-bus,BC Ferries; TransLink,,limited
Mayne Island,mayne-island,Nanaimo,nanaimo,57,TRUE,TRUE,8,8,8,2,ferry; ferry,BC Ferries,93.4,,TRUE,"Ferry, then ferry.",2,ferry; ferry,BC Ferries,93.4,
Mayne Island,mayne-island,Nelson,nelson,444,TRUE,TRUE,3,3,2,4,ferry; local-bus; skytrain; bus,BC Ferries; TransLink; Mountain Man Mike's,,limited,FALSE,"Ferry, city bus, SkyTrain, then coach bus.",4,ferry; local-bus; skytrain; bus,BC Ferries; TransLink; Mountain Man Mike's,,limited
Mayne Island,mayne-island,New Hazelton,new-hazelton,769,TRUE,TRUE,5,5,4,5,ferry; local-bus; skytrain; intercity-train; intercity-train,BC Ferries; TransLink; VIA Rail,,limited,FALSE,"Ferry, city bus, SkyTrain, train, then train.",5,ferry; local-bus; skytrain; intercity-train; intercity-train,BC Ferries; TransLink; VIA Rail,,limited
Mayne Island,mayne-island,New Westminster,new-westminster,50,TRUE,TRUE,4,4,3,3,ferry; local-bus; skytrain,BC Ferries; TransLink,,,TRUE,"Ferry, city bus, then SkyTrain.",3,ferry; local-bus; skytrain,BC Ferries; TransLink,,
Mayne Island,mayne-island,North Cowichan (Chemainus & Crofton),north-cowichan,30,TRUE,TRUE,10,10,10,4,ferry; ferry; local-bus; local-bus,BC Ferries; BC Transit,80.3,,TRUE,"Ferry, city bus, city bus, then city bus.",4,ferry; local-bus; local-bus; local-bus,BC Ferries; BC Transit,122.1,
Mayne Island,mayne-island,North Vancouver,north-vancouver,55,TRUE,TRUE,5,5,4,4,ferry; local-bus; skytrain; ferry,BC Ferries; TransLink; TransLink (SeaBus),,,TRUE,"Ferry, city bus, SkyTrain, then SeaBus.",4,ferry; local-bus; skytrain; ferry,BC Ferries; TransLink; TransLink (SeaBus),,
Mayne Island,mayne-island,Ocean Falls,ocean-falls,497,TRUE,FALSE,5,4,0,,,,,,,"Ferry, city bus, city bus, city bus, city bus, rental car, then ferry.",7,ferry; local-bus; local-bus; local-bus; local-bus; rental-car; ferry,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),661.7,seasonal
Mayne Island,mayne-island,Oliver,oliver,277,TRUE,TRUE,5,5,4,5,ferry; local-bus; skytrain; bus; local-bus,BC Ferries; TransLink; Mountain Man Mike's; BC Transit,,limited,FALSE,"Ferry, city bus, SkyTrain, coach bus, then city bus.",5,ferry; local-bus; skytrain; bus; local-bus,BC Ferries; TransLink; Mountain Man Mike's; BC Transit,,limited
Mayne Island,mayne-island,Osoyoos,osoyoos,282,TRUE,TRUE,4,4,3,4,ferry; local-bus; skytrain; bus,BC Ferries; TransLink; Mountain Man Mike's,,limited,FALSE,"Ferry, city bus, SkyTrain, then coach bus.",4,ferry; local-bus; skytrain; bus,BC Ferries; TransLink; Mountain Man Mike's,,limited
Mayne Island,mayne-island,Parksville,parksville,92,TRUE,TRUE,8,7,6,6,ferry; ferry; local-bus; local-bus; local-bus; local-bus,BC Ferries; BC Transit,143.7,,TRUE,"Ferry, city bus, city bus, city bus, city bus, then city bus.",6,ferry; local-bus; local-bus; local-bus; local-bus; local-bus,BC Ferries; BC Transit,185.5,
Mayne Island,mayne-island,Pemberton,pemberton,168,TRUE,TRUE,4,4,3,4,ferry; bus; bus; local-bus,BC Ferries; Wilson's Transportation (BC Connector); Epic Rides; BC Transit,181.2,seasonal,FALSE,"Ferry, city bus, SkyTrain, coach bus, then city bus.",5,ferry; local-bus; skytrain; bus; local-bus,BC Ferries; TransLink; YVR Skylynx; BC Transit,,seasonal
Mayne Island,mayne-island,Pender Island,pender-island,5,TRUE,TRUE,1,1,1,1,ferry,BC Ferries,4.8,,TRUE,One ferry does it.,1,ferry,BC Ferries,4.8,
Mayne Island,mayne-island,Penelakut Island,penelakut-island,28,TRUE,TRUE,7,7,7,6,ferry; ferry; local-bus; local-bus; local-bus; ferry,BC Ferries; BC Transit,104.1,limited,FALSE,"Ferry, city bus, city bus, city bus, city bus, then ferry.",6,ferry; local-bus; local-bus; local-bus; local-bus; ferry,BC Ferries; BC Transit,145.9,limited
Mayne Island,mayne-island,Penticton,penticton,279,TRUE,TRUE,6,6,5,5,ferry; local-bus; skytrain; bus; local-bus,BC Ferries; TransLink; Mountain Man Mike's; BC Transit,,limited,FALSE,"Ferry, city bus, SkyTrain, coach bus, then city bus.",5,ferry; local-bus; skytrain; bus; local-bus,BC Ferries; TransLink; Ebus; BC Transit,,limited
Mayne Island,mayne-island,Port Alberni,port-alberni,116,TRUE,TRUE,11,7,3,5,ferry; local-bus; skytrain; ferry; carpool,BC Ferries; TransLink; Hullo; Poparide,,on-demand,FALSE,"Ferry, city bus, city bus, city bus, then rental car.",5,ferry; local-bus; local-bus; local-bus; rental-car,BC Ferries; BC Transit; Budget,215.3,
Mayne Island,mayne-island,Port Coquitlam,port-coquitlam,59,TRUE,TRUE,4,4,3,4,ferry; local-bus; skytrain; local-train,BC Ferries; TransLink; TransLink (West Coast Express),,limited,FALSE,"Ferry, city bus, SkyTrain, then train.",4,ferry; local-bus; skytrain; local-train,BC Ferries; TransLink; TransLink (West Coast Express),,limited
Mayne Island,mayne-island,Port Hardy,port-hardy,365,TRUE,FALSE,5,4,0,,,,,,,"Ferry, city bus, city bus, city bus, city bus, then rental car.",6,ferry; local-bus; local-bus; local-bus; local-bus; rental-car,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),460.3,
Mayne Island,mayne-island,Port McNeill,port-mcneill,333,TRUE,FALSE,5,4,0,,,,,,,"Ferry, city bus, city bus, city bus, city bus, rental car, then city bus.",7,ferry; local-bus; local-bus; local-bus; local-bus; rental-car; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),493.2,limited
Mayne Island,mayne-island,Port Moody,port-moody,60,TRUE,TRUE,4,4,3,3,ferry; local-bus; skytrain,BC Ferries; TransLink,,,TRUE,"Ferry, city bus, then SkyTrain.",3,ferry; local-bus; skytrain,BC Ferries; TransLink,,
Mayne Island,mayne-island,Port Renfrew,port-renfrew,85,FALSE,FALSE,1,0,0,,,,,,,,,,,,
Mayne Island,mayne-island,Powell River,powell-river,140,TRUE,TRUE,10,7,6,6,ferry; local-bus; skytrain; bus; ferry; bus,BC Ferries; TransLink; Squamish Connector; Sunshine Coast Connector,,seasonal,TRUE,"Ferry, city bus, SkyTrain, coach bus, ferry, then coach bus.",6,ferry; local-bus; skytrain; bus; ferry; bus,BC Ferries; TransLink; Squamish Connector; Sunshine Coast Connector,,seasonal
