from_community,from_id,to_community,to_id,crow_km,bike_reachable,bike_reachable_without_flying,n_options,n_options_with_bike,n_options_without_flying,boardings,modes,operators,journey_km,schedule_cautions,everyday_option_exists,recommended_summary,recommended_boardings,recommended_modes,recommended_operators,recommended_journey_km,recommended_schedule_cautions
Denman Island,denman-island,Osoyoos,osoyoos,392,TRUE,TRUE,11,7,4,6,ferry; local-bus; carpool; ferry; skytrain; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Mountain Man Mike's,,limited; on-demand,FALSE,"Ferry, city bus, carpool, ferry, SkyTrain, then coach bus.",6,ferry; local-bus; carpool; ferry; skytrain; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Mountain Man Mike's,,limited; on-demand
Denman Island,denman-island,Parksville,parksville,41,TRUE,TRUE,3,2,1,5,ferry; local-bus; carpool; local-bus; local-bus,BC Ferries; BC Transit; Poparide,155.2,on-demand,FALSE,"Ferry, city bus, carpool, city bus, then city bus.",5,ferry; local-bus; carpool; local-bus; local-bus,BC Ferries; BC Transit; Poparide,155.2,on-demand
Denman Island,denman-island,Pemberton,pemberton,169,TRUE,TRUE,9,5,3,7,ferry; local-bus; carpool; ferry; skytrain; bus; local-bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; YVR Skylynx,,on-demand; seasonal,FALSE,"Ferry, city bus, carpool, ferry, SkyTrain, coach bus, then city bus.",7,ferry; local-bus; carpool; ferry; skytrain; bus; local-bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; YVR Skylynx,,on-demand; seasonal
Denman Island,denman-island,Pender Island,pender-island,137,TRUE,TRUE,8,4,3,7,ferry; local-bus; carpool; ferry; skytrain; local-bus; ferry,BC Ferries; BC Transit; Poparide; Hullo; TransLink,,on-demand,FALSE,"Ferry, city bus, carpool, city bus, city bus, city bus, then ferry.",7,ferry; local-bus; carpool; local-bus; local-bus; local-bus; ferry,BC Ferries; BC Transit; Poparide,265.0,on-demand
Denman Island,denman-island,Penelakut Island,penelakut-island,105,TRUE,TRUE,7,3,1,7,ferry; local-bus; carpool; local-bus; local-bus; local-bus; ferry,BC Ferries; BC Transit; Poparide,209.4,limited; on-demand,FALSE,"Ferry, city bus, carpool, city bus, city bus, city bus, then ferry.",7,ferry; local-bus; carpool; local-bus; local-bus; local-bus; ferry,BC Ferries; BC Transit; Poparide,209.4,limited; on-demand
Denman Island,denman-island,Penticton,penticton,377,TRUE,TRUE,12,8,5,7,ferry; local-bus; carpool; ferry; skytrain; bus; local-bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Mountain Man Mike's,,limited; on-demand,FALSE,"Ferry, city bus, carpool, ferry, SkyTrain, coach bus, then city bus.",7,ferry; local-bus; carpool; ferry; skytrain; bus; local-bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,limited; on-demand
Denman Island,denman-island,Port Alberni,port-alberni,33,TRUE,TRUE,9,4,1,4,ferry; local-bus; carpool; carpool,BC Ferries; BC Transit; Poparide,183.6,on-demand,FALSE,"Ferry, city bus, carpool, then rental car.",4,ferry; local-bus; carpool; rental-car,BC Ferries; BC Transit; Poparide; Budget,185.1,on-demand
Denman Island,denman-island,Port Coquitlam,port-coquitlam,152,TRUE,TRUE,5,3,1,5,ferry; local-bus; carpool; ferry; local-train,BC Ferries; BC Transit; Poparide; Hullo; TransLink (West Coast Express),210.3,limited; on-demand,FALSE,"Ferry, city bus, carpool, ferry, then train.",5,ferry; local-bus; carpool; ferry; local-train,BC Ferries; BC Transit; Poparide; Hullo; TransLink (West Coast Express),210.3,limited; on-demand
Denman Island,denman-island,Port Hardy,port-hardy,232,TRUE,FALSE,2,2,0,,,,,,,"Ferry, city bus, city bus, then rental car.",4,ferry; local-bus; local-bus; rental-car,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),249.1,limited
Denman Island,denman-island,Port McNeill,port-mcneill,199,TRUE,FALSE,2,2,0,,,,,,,"Ferry, city bus, city bus, rental car, then city bus.",5,ferry; local-bus; local-bus; rental-car; local-bus,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),282.0,limited
Denman Island,denman-island,Port Moody,port-moody,146,TRUE,TRUE,7,4,2,5,ferry; local-bus; carpool; ferry; skytrain,BC Ferries; BC Transit; Poparide; Hullo; TransLink,,on-demand,FALSE,"Ferry, city bus, carpool, ferry, then SkyTrain.",5,ferry; local-bus; carpool; ferry; skytrain,BC Ferries; BC Transit; Poparide; Hullo; TransLink,,on-demand
Denman Island,denman-island,Port Renfrew,port-renfrew,113,FALSE,FALSE,1,0,0,,,,,,,,,,,,
Denman Island,denman-island,Powell River,powell-river,40,TRUE,TRUE,1,1,1,4,ferry; local-bus; local-bus; ferry,BC Ferries; BC Transit,66.5,limited,FALSE,"Ferry, city bus, city bus, then ferry.",4,ferry; local-bus; local-bus; ferry,BC Ferries; BC Transit,66.5,limited
Denman Island,denman-island,Prince George,prince-george,507,TRUE,TRUE,7,4,1,7,ferry; local-bus; carpool; ferry; skytrain; bus; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,limited; on-demand,FALSE,"Ferry, city bus, city bus, rental car, ferry, then train.",6,ferry; local-bus; local-bus; rental-car; ferry; intercity-train,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); VIA Rail,1282.2,limited
Denman Island,denman-island,Prince Rupert,prince-rupert,651,TRUE,TRUE,3,3,1,7,ferry; local-bus; carpool; ferry; skytrain; intercity-train; intercity-train,BC Ferries; BC Transit; Poparide; Hullo; TransLink; VIA Rail,,limited; on-demand,FALSE,"Ferry, city bus, city bus, rental car, then ferry.",5,ferry; local-bus; local-bus; rental-car; ferry,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),691.2,limited
Denman Island,denman-island,Princeton,princeton,312,TRUE,TRUE,10,6,3,6,ferry; local-bus; carpool; ferry; skytrain; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Mountain Man Mike's,,limited; on-demand,FALSE,"Ferry, city bus, carpool, ferry, SkyTrain, then coach bus.",6,ferry; local-bus; carpool; ferry; skytrain; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Mountain Man Mike's,,limited; on-demand
Denman Island,denman-island,Quadra Island,quadra-island,63,TRUE,FALSE,3,1,0,,,,,,,"Ferry, city bus, city bus, rental car, then ferry.",5,ferry; local-bus; local-bus; rental-car; ferry,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),81.0,limited
Denman Island,denman-island,Qualicum Beach,qualicum-beach,34,TRUE,TRUE,2,1,1,5,ferry; local-bus; carpool; local-bus; local-bus,BC Ferries; BC Transit; Poparide,163.0,on-demand,FALSE,"Ferry, city bus, carpool, city bus, then city bus.",5,ferry; local-bus; carpool; local-bus; local-bus,BC Ferries; BC Transit; Poparide,163.0,on-demand
Denman Island,denman-island,Quesnel,quesnel,416,TRUE,TRUE,9,6,3,7,ferry; local-bus; carpool; ferry; skytrain; bus; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,limited; on-demand,FALSE,"Ferry, city bus, carpool, ferry, SkyTrain, coach bus, then coach bus.",7,ferry; local-bus; carpool; ferry; skytrain; bus; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,limited; on-demand
Denman Island,denman-island,Revelstoke,revelstoke,498,TRUE,TRUE,11,8,5,6,ferry; local-bus; carpool; ferry; skytrain; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,on-demand,FALSE,"Ferry, city bus, carpool, ferry, SkyTrain, then coach bus.",6,ferry; local-bus; carpool; ferry; skytrain; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,on-demand
Denman Island,denman-island,Richmond,richmond,129,TRUE,TRUE,7,4,2,5,ferry; local-bus; carpool; ferry; skytrain,BC Ferries; BC Transit; Poparide; Hullo; TransLink,,on-demand,FALSE,"Ferry, city bus, carpool, ferry, then SkyTrain.",5,ferry; local-bus; carpool; ferry; skytrain,BC Ferries; BC Transit; Poparide; Hullo; TransLink,,on-demand
Denman Island,denman-island,Rossland,rossland,511,TRUE,TRUE,10,6,3,8,ferry; local-bus; carpool; ferry; skytrain; bus; local-bus; local-bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Mountain Man Mike's,,limited; on-demand,FALSE,"Ferry, city bus, carpool, ferry, SkyTrain, coach bus, city bus, then city bus.",8,ferry; local-bus; carpool; ferry; skytrain; bus; local-bus; local-bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Mountain Man Mike's,,limited; on-demand
Denman Island,denman-island,Saanich,saanich,160,TRUE,TRUE,9,6,3,5,ferry; local-bus; carpool; local-bus; bus,BC Ferries; BC Transit; Poparide,215.1,on-demand,FALSE,"Ferry, city bus, carpool, city bus, then city bus.",5,ferry; local-bus; carpool; local-bus; local-bus,BC Ferries; BC Transit; Poparide,217.1,on-demand
Denman Island,denman-island,Salmo,salmo,547,TRUE,TRUE,11,7,4,7,ferry; local-bus; carpool; ferry; skytrain; bus; local-bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Mountain Man Mike's,,limited; on-demand,FALSE,"Ferry, city bus, carpool, ferry, SkyTrain, coach bus, then city bus.",7,ferry; local-bus; carpool; ferry; skytrain; bus; local-bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Mountain Man Mike's,,limited; on-demand
Denman Island,denman-island,Salmon Arm,salmon-arm,417,TRUE,TRUE,11,8,5,6,ferry; local-bus; carpool; ferry; skytrain; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,on-demand,FALSE,"Ferry, city bus, carpool, ferry, SkyTrain, then coach bus.",6,ferry; local-bus; carpool; ferry; skytrain; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,on-demand
Denman Island,denman-island,Salt Spring Island,salt-spring-island,131,TRUE,TRUE,9,6,4,6,ferry; local-bus; carpool; local-bus; local-bus; ferry,BC Ferries; BC Transit; Poparide,199.4,on-demand,FALSE,"Ferry, city bus, carpool, city bus, city bus, then ferry.",6,ferry; local-bus; carpool; local-bus; local-bus; ferry,BC Ferries; BC Transit; Poparide,199.4,on-demand
Denman Island,denman-island,Saturna Island,saturna-island,144,TRUE,TRUE,8,4,3,7,ferry; local-bus; carpool; ferry; skytrain; local-bus; ferry,BC Ferries; BC Transit; Poparide; Hullo; TransLink,,on-demand,FALSE,"Ferry, city bus, carpool, city bus, city bus, city bus, then ferry.",7,ferry; local-bus; carpool; local-bus; local-bus; local-bus; ferry,BC Ferries; BC Transit; Poparide,286.2,on-demand
Denman Island,denman-island,"Seattle, WA",seattle,282,TRUE,TRUE,8,5,2,5,ferry; local-bus; carpool; ferry; bus,BC Ferries; BC Transit; Poparide; Hullo; FlixBus (operated by MTRWestern),388.4,on-demand,FALSE,"Ferry, city bus, carpool, ferry, then coach bus.",5,ferry; local-bus; carpool; ferry; bus,BC Ferries; BC Transit; Poparide; Hullo; FlixBus (operated by MTRWestern),388.4,on-demand
Denman Island,denman-island,Sechelt,sechelt,77,TRUE,TRUE,2,2,1,5,ferry; local-bus; local-bus; ferry; bus,BC Ferries; BC Transit; Sunshine Coast Connector,147.8,limited,FALSE,"Ferry, city bus, city bus, ferry, then coach bus.",5,ferry; local-bus; local-bus; ferry; bus,BC Ferries; BC Transit; Sunshine Coast Connector,147.8,limited
Denman Island,denman-island,Shearwater,shearwater,370,TRUE,FALSE,2,2,0,,,,,,,"Ferry, city bus, city bus, rental car, then ferry.",5,ferry; local-bus; local-bus; rental-car; ferry,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),414.9,limited; seasonal
Denman Island,denman-island,Sicamous,sicamous,440,TRUE,TRUE,11,8,5,6,ferry; local-bus; carpool; ferry; skytrain; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,on-demand,FALSE,"Ferry, city bus, carpool, ferry, SkyTrain, then coach bus.",6,ferry; local-bus; carpool; ferry; skytrain; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,on-demand
Denman Island,denman-island,Smithers,smithers,605,TRUE,TRUE,4,4,1,7,ferry; local-bus; carpool; ferry; skytrain; intercity-train; intercity-train,BC Ferries; BC Transit; Poparide; Hullo; TransLink; VIA Rail,,limited; on-demand,FALSE,"Ferry, city bus, city bus, rental car, ferry, then train.",6,ferry; local-bus; local-bus; rental-car; ferry; intercity-train,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); VIA Rail,967.2,limited
Denman Island,denman-island,Sointula,sointula,198,TRUE,FALSE,2,2,0,,,,,,,"Ferry, city bus, city bus, rental car, city bus, then ferry.",6,ferry; local-bus; local-bus; rental-car; local-bus; ferry,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),288.2,limited
Denman Island,denman-island,Sooke,sooke,151,TRUE,TRUE,9,5,2,6,ferry; local-bus; carpool; local-bus; bus; local-bus,BC Ferries; BC Transit; Poparide,245.8,on-demand,FALSE,"Ferry, city bus, carpool, city bus, city bus, then city bus.",6,ferry; local-bus; carpool; local-bus; local-bus; local-bus,BC Ferries; BC Transit; Poparide,254.7,on-demand
Denman Island,denman-island,Sorrento,sorrento,409,TRUE,TRUE,11,8,5,6,ferry; local-bus; carpool; ferry; skytrain; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,on-demand,FALSE,"Ferry, city bus, carpool, ferry, SkyTrain, then coach bus.",6,ferry; local-bus; carpool; ferry; skytrain; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,on-demand
Denman Island,denman-island,Sparwood,sparwood,716,TRUE,TRUE,12,8,4,7,ferry; local-bus; carpool; ferry; skytrain; bus; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Mountain Man Mike's,,limited; on-demand,FALSE,"Ferry, city bus, carpool, ferry, SkyTrain, coach bus, then coach bus.",7,ferry; local-bus; carpool; ferry; skytrain; bus; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Mountain Man Mike's,,limited; on-demand
Denman Island,denman-island,Squamish,squamish,124,TRUE,TRUE,11,9,4,5,ferry; local-bus; carpool; ferry; bus,BC Ferries; BC Transit; Poparide; Hullo; Squamish Connector,241.5,on-demand; seasonal,FALSE,"Ferry, city bus, carpool, ferry, then coach bus.",5,ferry; local-bus; carpool; ferry; bus,BC Ferries; BC Transit; Poparide; Hullo; Squamish Connector,241.5,on-demand; seasonal
Denman Island,denman-island,Summerland,summerland,372,TRUE,TRUE,8,5,3,7,ferry; local-bus; carpool; ferry; skytrain; bus; local-bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,limited; on-demand,FALSE,"Ferry, city bus, carpool, ferry, SkyTrain, coach bus, then city bus.",7,ferry; local-bus; carpool; ferry; skytrain; bus; local-bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,limited; on-demand
Denman Island,denman-island,Surrey,surrey,148,TRUE,TRUE,7,4,2,5,ferry; local-bus; carpool; ferry; skytrain,BC Ferries; BC Transit; Poparide; Hullo; TransLink,,on-demand,FALSE,"Ferry, city bus, carpool, ferry, then SkyTrain.",5,ferry; local-bus; carpool; ferry; skytrain,BC Ferries; BC Transit; Poparide; Hullo; TransLink,,on-demand
Denman Island,denman-island,Terrace,terrace,611,TRUE,TRUE,4,4,1,7,ferry; local-bus; carpool; ferry; skytrain; intercity-train; intercity-train,BC Ferries; BC Transit; Poparide; Hullo; TransLink; VIA Rail,,limited; on-demand,FALSE,"Ferry, city bus, city bus, rental car, ferry, then train.",6,ferry; local-bus; local-bus; rental-car; ferry; intercity-train,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); VIA Rail,805.4,limited
Denman Island,denman-island,Texada Island,texada-island,32,TRUE,TRUE,1,1,1,5,ferry; local-bus; local-bus; ferry; ferry,BC Ferries; BC Transit,74.2,limited,FALSE,"Ferry, city bus, city bus, ferry, then ferry.",5,ferry; local-bus; local-bus; ferry; ferry,BC Ferries; BC Transit,74.2,limited
Denman Island,denman-island,Thetis Island,thetis-island,103,TRUE,TRUE,7,3,1,7,ferry; local-bus; carpool; local-bus; local-bus; local-bus; ferry,BC Ferries; BC Transit; Poparide,207.7,limited; on-demand,FALSE,"Ferry, city bus, carpool, city bus, city bus, city bus, then ferry.",7,ferry; local-bus; carpool; local-bus; local-bus; local-bus; ferry,BC Ferries; BC Transit; Poparide,207.7,limited; on-demand
Denman Island,denman-island,Tofino,tofino,89,TRUE,TRUE,7,3,1,4,ferry; local-bus; carpool; carpool,BC Ferries; BC Transit; Poparide,263.6,on-demand,FALSE,"Ferry, city bus, carpool, then carpool.",4,ferry; local-bus; carpool; carpool,BC Ferries; BC Transit; Poparide,263.6,on-demand
Denman Island,denman-island,Trail,trail,518,TRUE,TRUE,10,6,3,7,ferry; local-bus; carpool; ferry; skytrain; bus; local-bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Mountain Man Mike's,,limited; on-demand,FALSE,"Ferry, city bus, carpool, ferry, SkyTrain, coach bus, then city bus.",7,ferry; local-bus; carpool; ferry; skytrain; bus; local-bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Mountain Man Mike's,,limited; on-demand
Denman Island,denman-island,Ucluelet,ucluelet,84,TRUE,TRUE,7,3,1,4,ferry; local-bus; carpool; carpool,BC Ferries; BC Transit; Poparide,240.0,on-demand,FALSE,"Ferry, city bus, carpool, then carpool.",4,ferry; local-bus; carpool; carpool,BC Ferries; BC Transit; Poparide,240.0,on-demand
Denman Island,denman-island,Vancouver,vancouver,127,TRUE,TRUE,11,7,4,4,ferry; local-bus; carpool; ferry,BC Ferries; BC Transit; Poparide; Hullo,184.8,on-demand,FALSE,"Ferry, city bus, carpool, then ferry.",4,ferry; local-bus; carpool; ferry,BC Ferries; BC Transit; Poparide; Hullo,184.8,on-demand
Denman Island,denman-island,Vanderhoof,vanderhoof,501,TRUE,FALSE,5,3,0,,,,,,,"Ferry, city bus, city bus, rental car, ferry, then train.",6,ferry; local-bus; local-bus; rental-car; ferry; intercity-train,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island); VIA Rail,1198.9,limited
Denman Island,denman-island,Vernon,vernon,406,TRUE,TRUE,10,6,4,7,ferry; local-bus; carpool; ferry; skytrain; bus; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,on-demand,FALSE,"Ferry, city bus, carpool, ferry, SkyTrain, coach bus, city bus, then city bus.",8,ferry; local-bus; carpool; ferry; skytrain; bus; local-bus; local-bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,on-demand
Denman Island,denman-island,Victoria,victoria,163,TRUE,TRUE,11,7,3,5,ferry; local-bus; carpool; local-bus; bus,BC Ferries; BC Transit; Poparide,212.6,on-demand,FALSE,"Ferry, city bus, carpool, city bus, then city bus.",5,ferry; local-bus; carpool; local-bus; local-bus,BC Ferries; BC Transit; Poparide,221.3,on-demand
Denman Island,denman-island,West Kelowna,west-kelowna,375,TRUE,TRUE,7,4,2,6,ferry; local-bus; carpool; ferry; skytrain; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,on-demand,FALSE,"Ferry, city bus, carpool, ferry, SkyTrain, then coach bus.",6,ferry; local-bus; carpool; ferry; skytrain; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,on-demand
Denman Island,denman-island,West Vancouver,west-vancouver,124,TRUE,TRUE,9,6,4,5,ferry; local-bus; carpool; local-bus; ferry,BC Ferries; BC Transit; Poparide,187.4,on-demand,FALSE,"Ferry, city bus, city bus, rental car, then ferry.",5,ferry; local-bus; local-bus; rental-car; ferry,BC Ferries; BC Transit; National Car & Truck Rental (Vancouver Island),185.4,limited
Denman Island,denman-island,Whistler,whistler,149,TRUE,TRUE,7,4,2,6,ferry; local-bus; carpool; ferry; skytrain; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; YVR Skylynx,,on-demand; seasonal,FALSE,"Ferry, city bus, carpool, ferry, SkyTrain, then coach bus.",6,ferry; local-bus; carpool; ferry; skytrain; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; YVR Skylynx,,on-demand; seasonal
Denman Island,denman-island,Williams Lake,williams-lake,345,TRUE,TRUE,9,6,3,7,ferry; local-bus; carpool; ferry; skytrain; bus; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,limited; on-demand,FALSE,"Ferry, city bus, carpool, ferry, SkyTrain, coach bus, then coach bus.",7,ferry; local-bus; carpool; ferry; skytrain; bus; bus,BC Ferries; BC Transit; Poparide; Hullo; TransLink; Ebus,,limited; on-demand
Duncan (Cowichan Valley),duncan,Abbotsford,abbotsford,108,TRUE,TRUE,8,8,8,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink,,,TRUE,"City bus, ferry, SkyTrain, then city bus.",4,local-bus; ferry; skytrain; local-bus,BC Transit; Hullo; TransLink,,
Duncan (Cowichan Valley),duncan,Alert Bay,alert-bay,308,TRUE,FALSE,3,3,0,,,,,,,"City bus, city bus, rental car, city bus, then ferry.",5,local-bus; local-bus; rental-car; local-bus; ferry,BC Transit; National Car & Truck Rental (Vancouver Island); BC Ferries,403.8,limited
Duncan (Cowichan Valley),duncan,Armstrong,armstrong,374,TRUE,TRUE,10,10,9,5,local-bus; ferry; skytrain; bus; bus,BC Transit; Hullo; TransLink; Ebus,,,TRUE,"City bus, ferry, SkyTrain, coach bus, then coach bus.",5,local-bus; ferry; skytrain; bus; bus,BC Transit; Hullo; TransLink; Ebus,,
Duncan (Cowichan Valley),duncan,Barkerville,barkerville,501,TRUE,TRUE,5,5,4,6,local-bus; ferry; skytrain; bus; bus; local-bus,BC Transit; Hullo; TransLink; Ebus,,limited,FALSE,"City bus, ferry, SkyTrain, coach bus, coach bus, then city bus.",6,local-bus; ferry; skytrain; bus; bus; local-bus,BC Transit; Hullo; TransLink; Ebus,,limited
Duncan (Cowichan Valley),duncan,Bella Bella,bella-bella,491,TRUE,FALSE,3,3,0,,,,,,,"City bus, city bus, rental car, then ferry.",4,local-bus; local-bus; rental-car; ferry,BC Transit; National Car & Truck Rental (Vancouver Island); BC Ferries,521.7,seasonal
Duncan (Cowichan Valley),duncan,Bella Coola,bella-coola,454,TRUE,FALSE,3,3,0,,,,,,,"City bus, city bus, rental car, then ferry.",4,local-bus; local-bus; rental-car; ferry,BC Transit; National Car & Truck Rental (Vancouver Island); BC Ferries,622.2,seasonal
Duncan (Cowichan Valley),duncan,Bowen Island,bowen-island,72,TRUE,TRUE,4,4,4,4,carpool; local-bus; ferry; ferry,Poparide; BC Transit; BC Ferries,106.5,on-demand,TRUE,"City bus, city bus, ferry, then ferry.",4,local-bus; local-bus; ferry; ferry,BC Transit; BC Ferries,106.8,
Duncan (Cowichan Valley),duncan,Brentwood Bay,brentwood-bay,29,TRUE,TRUE,7,7,7,2,local-bus; ferry,BC Transit; BC Ferries,29.0,,TRUE,"City bus, then ferry.",2,local-bus; ferry,BC Transit; BC Ferries,29.0,
Duncan (Cowichan Valley),duncan,Burnaby,burnaby,71,TRUE,TRUE,7,7,6,3,local-bus; ferry; skytrain,BC Transit; Hullo; TransLink,,,TRUE,"City bus, ferry, then SkyTrain.",3,local-bus; ferry; skytrain,BC Transit; Hullo; TransLink,,
Duncan (Cowichan Valley),duncan,Burns Lake,burns-lake,623,TRUE,TRUE,8,8,5,5,local-bus; ferry; skytrain; intercity-train; intercity-train,BC Transit; Hullo; TransLink; VIA Rail,,limited,FALSE,"City bus, ferry, SkyTrain, train, then train.",5,local-bus; ferry; skytrain; intercity-train; intercity-train,BC Transit; Hullo; TransLink; VIA Rail,,limited
Duncan (Cowichan Valley),duncan,"Calgary, AB",calgary,734,TRUE,TRUE,11,11,10,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,,TRUE,"City bus, ferry, SkyTrain, then coach bus.",4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,
Duncan (Cowichan Valley),duncan,Campbell River,campbell-river,178,TRUE,FALSE,6,3,0,,,,,,,"City bus, city bus, then rental car.",3,local-bus; local-bus; rental-car,BC Transit; National Car & Truck Rental (Vancouver Island),186.7,
Duncan (Cowichan Valley),duncan,Castlegar,castlegar,444,TRUE,TRUE,7,7,6,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited,FALSE,"City bus, ferry, SkyTrain, then coach bus.",4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited
Duncan (Cowichan Valley),duncan,Chase,chase,367,TRUE,TRUE,9,9,8,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,,TRUE,"City bus, ferry, SkyTrain, then coach bus.",4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Ebus,,
Duncan (Cowichan Valley),duncan,Chilliwack,chilliwack,135,TRUE,TRUE,9,9,8,4,local-bus; ferry; skytrain; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited,TRUE,"City bus, ferry, SkyTrain, then city bus.",4,local-bus; ferry; skytrain; local-bus,BC Transit; Hullo; TransLink,,
Duncan (Cowichan Valley),duncan,Clearwater,clearwater,412,TRUE,TRUE,7,7,6,5,local-bus; ferry; skytrain; bus; local-bus,BC Transit; Hullo; TransLink; Ebus,,limited,FALSE,"City bus, ferry, SkyTrain, coach bus, then city bus.",5,local-bus; ferry; skytrain; bus; local-bus,BC Transit; Hullo; TransLink; Ebus,,limited
Duncan (Cowichan Valley),duncan,Comox,comox,134,TRUE,TRUE,5,3,1,3,local-bus; carpool; local-bus,BC Transit; Poparide,151.0,on-demand,FALSE,"City bus, city bus, then rental car.",3,local-bus; local-bus; rental-car,BC Transit; National Car & Truck Rental (Vancouver Island),145.4,
Duncan (Cowichan Valley),duncan,Coquitlam,coquitlam,86,TRUE,TRUE,8,8,7,3,local-bus; ferry; skytrain,BC Transit; Hullo; TransLink,,,TRUE,"City bus, ferry, then SkyTrain.",3,local-bus; ferry; skytrain,BC Transit; Hullo; TransLink,,
Duncan (Cowichan Valley),duncan,Cortes Island,cortes-island,171,TRUE,FALSE,6,3,0,,,,,,,"City bus, city bus, rental car, then water taxi.",4,local-bus; local-bus; rental-car; water-taxi,BC Transit; National Car & Truck Rental (Vancouver Island); Qaya Way West Transportation,206.2,seasonal
Duncan (Cowichan Valley),duncan,Courtenay (Comox Valley),courtenay,134,TRUE,TRUE,5,3,1,2,local-bus; carpool,BC Transit; Poparide,149.1,on-demand,FALSE,"City bus, then carpool.",2,local-bus; carpool,BC Transit; Poparide,149.1,on-demand
Duncan (Cowichan Valley),duncan,Cranbrook,cranbrook,584,TRUE,TRUE,7,7,6,5,local-bus; ferry; skytrain; bus; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited,FALSE,"City bus, ferry, SkyTrain, coach bus, then coach bus.",5,local-bus; ferry; skytrain; bus; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited
Duncan (Cowichan Valley),duncan,Creston,creston,526,TRUE,TRUE,6,6,5,5,local-bus; ferry; skytrain; bus; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited,FALSE,"City bus, ferry, SkyTrain, coach bus, then coach bus.",5,local-bus; ferry; skytrain; bus; bus,BC Transit; Hullo; TransLink; Mountain Man Mike's,,limited
Duncan (Cowichan Valley),duncan,Cumberland,cumberland,135,TRUE,TRUE,7,4,2,3,carpool; carpool; local-bus,Poparide; BC Transit,152.7,on-demand,FALSE,"City bus, carpool, then city bus.",3,local-bus; carpool; local-bus,BC Transit; Poparide,153.0,on-demand
