from_community,from_id,to_community,to_id,rank,bike_possible,scheduled_ground_only,boardings,modes,operators,journey_km,schedule_cautions,summary
Castlegar,castlegar,Vernon,vernon,7,FALSE,TRUE,3,bus; local-bus; local-bus,Silver City Stagelines; BC Transit,258.2,limited,"Coach bus, city bus, then city bus."
Castlegar,castlegar,Vernon,vernon,8,FALSE,TRUE,2,bus; bus,Silver City Stagelines; Ebus,257.6,limited,"Coach bus, then coach bus."
Castlegar,castlegar,Vernon,vernon,9,TRUE,FALSE,4,air; air; local-bus; local-bus,Air Canada; BC Transit,730.2,,"Plane, plane, city bus, then city bus."
Castlegar,castlegar,Victoria,victoria,1,TRUE,TRUE,5,bus; skytrain; local-bus; ferry; local-bus,Mountain Man Mike's; TransLink; BC Ferries; BC Transit,,limited,"Coach bus, SkyTrain, city bus, ferry, then city bus."
Castlegar,castlegar,Victoria,victoria,2,TRUE,TRUE,5,bus; skytrain; ferry; local-bus; local-bus,Mountain Man Mike's; TransLink; Hullo; BC Transit,,limited,"Coach bus, SkyTrain, ferry, city bus, then city bus."
Castlegar,castlegar,Victoria,victoria,3,TRUE,TRUE,4,bus; skytrain; local-bus; bus,Mountain Man Mike's; TransLink; Wilson's Transportation (BC Connector),,limited,"Coach bus, SkyTrain, city bus, then coach bus."
Castlegar,castlegar,Victoria,victoria,4,TRUE,TRUE,6,bus; local-bus; ferry; local-bus; local-bus; local-bus,Mountain Man Mike's; TransLink; BC Ferries; BC Transit,655.0,limited,"Coach bus, city bus, ferry, city bus, city bus, then city bus."
Castlegar,castlegar,Victoria,victoria,5,TRUE,TRUE,5,bus; skytrain; ferry; local-bus; bus,Mountain Man Mike's; TransLink; Hullo; BC Transit,,limited,"Coach bus, SkyTrain, ferry, city bus, then city bus."
Castlegar,castlegar,Victoria,victoria,6,TRUE,TRUE,4,bus; skytrain; bus; bus,Mountain Man Mike's; TransLink; Whistler Shuttle; Wilson's Transportation (BC Connector),,limited,"Coach bus, SkyTrain, coach bus, then coach bus."
Castlegar,castlegar,Victoria,victoria,7,TRUE,FALSE,3,air; skytrain; air,Air Canada; TransLink; Harbour Air,,,"Plane, SkyTrain, then plane."
Castlegar,castlegar,West Kelowna,west-kelowna,1,TRUE,TRUE,2,bus; bus,Mountain Man Mike's; Ebus,523.7,limited,"Coach bus, then coach bus."
Castlegar,castlegar,West Kelowna,west-kelowna,2,TRUE,TRUE,3,bus; local-bus; local-bus,Mountain Man Mike's; BC Transit,235.6,limited,"Coach bus, city bus, then city bus."
Castlegar,castlegar,West Kelowna,west-kelowna,3,TRUE,TRUE,3,bus; local-bus; local-bus,Mountain Man Mike's; BC Transit,256.0,limited,"Coach bus, city bus, then city bus."
Castlegar,castlegar,West Kelowna,west-kelowna,4,FALSE,TRUE,2,bus; local-bus,Silver City Stagelines; BC Transit,222.8,limited,"Coach bus, then city bus."
Castlegar,castlegar,West Kelowna,west-kelowna,5,FALSE,TRUE,2,bus; bus,Silver City Stagelines; Ebus,222.8,limited,"Coach bus, then coach bus."
Castlegar,castlegar,West Kelowna,west-kelowna,6,TRUE,FALSE,3,air; air; local-bus,Air Canada; Pacific Coastal Airlines; BC Transit,706.8,limited,"Plane, plane, then city bus."
Castlegar,castlegar,West Vancouver,west-vancouver,1,TRUE,TRUE,2,bus; local-bus,Mountain Man Mike's; TransLink,485.8,limited,"Coach bus, then city bus."
Castlegar,castlegar,West Vancouver,west-vancouver,2,TRUE,TRUE,4,bus; skytrain; ferry; local-bus,Mountain Man Mike's; TransLink; TransLink (SeaBus),,limited,"Coach bus, SkyTrain, SeaBus, then city bus."
Castlegar,castlegar,West Vancouver,west-vancouver,3,TRUE,TRUE,3,bus; skytrain; bus,Mountain Man Mike's; TransLink; Squamish Connector,,limited; seasonal,"Coach bus, SkyTrain, then coach bus."
Castlegar,castlegar,West Vancouver,west-vancouver,4,TRUE,FALSE,4,air; skytrain; ferry; local-bus,Air Canada; TransLink; TransLink (SeaBus),,,"Plane, SkyTrain, SeaBus, then city bus."
Castlegar,castlegar,Whistler,whistler,1,TRUE,TRUE,3,bus; skytrain; bus,Mountain Man Mike's; TransLink; Whistler Shuttle,,limited,"Coach bus, SkyTrain, then coach bus."
Castlegar,castlegar,Whistler,whistler,2,TRUE,TRUE,2,bus; carpool,Mountain Man Mike's; Poparide,,limited; on-demand,"Coach bus, then carpool."
Castlegar,castlegar,Whistler,whistler,3,TRUE,TRUE,4,bus; local-bus; bus; bus,Mountain Man Mike's; TransLink; Squamish Connector; YVR Skylynx,591.4,limited; seasonal,"Coach bus, city bus, coach bus, then coach bus."
Castlegar,castlegar,Whistler,whistler,4,TRUE,FALSE,3,air; skytrain; air,Air Canada; TransLink; Harbour Air,,,"Plane, SkyTrain, then plane."
Castlegar,castlegar,Williams Lake,williams-lake,1,TRUE,TRUE,3,bus; bus; bus,Mountain Man Mike's; Ebus,758.0,limited,"Coach bus, coach bus, then coach bus."
Castlegar,castlegar,Williams Lake,williams-lake,2,FALSE,TRUE,3,bus; bus; bus,Silver City Stagelines; Ebus,652.1,limited,"Coach bus, coach bus, then coach bus."
Castlegar,castlegar,Williams Lake,williams-lake,3,TRUE,FALSE,2,air; air,Air Canada; Pacific Coastal Airlines,752.6,,"Plane, then plane."
Chilliwack,chilliwack,Abbotsford,abbotsford,1,TRUE,TRUE,1,local-bus,BC Transit,40.9,,"One city bus, straight through."
Chilliwack,chilliwack,Abbotsford,abbotsford,2,TRUE,TRUE,1,bus,Ebus,27.2,,"One coach bus, straight through."
Chilliwack,chilliwack,Alert Bay,alert-bay,1,TRUE,FALSE,7,local-bus; skytrain; ferry; local-bus; rental-car; local-bus; ferry,BC Transit; TransLink; Hullo; National Car & Truck Rental (Vancouver Island); BC Ferries,,limited,"City bus, SkyTrain, ferry, city bus, rental car, city bus, then ferry."
Chilliwack,chilliwack,Alert Bay,alert-bay,2,TRUE,FALSE,7,bus; skytrain; ferry; local-bus; rental-car; local-bus; ferry,BC Transit; TransLink; Hullo; National Car & Truck Rental (Vancouver Island); BC Ferries,,limited,"City bus, SkyTrain, ferry, city bus, rental car, city bus, then ferry."
Chilliwack,chilliwack,Alert Bay,alert-bay,3,TRUE,FALSE,6,bus; local-bus; ferry; rental-car; local-bus; ferry,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island); BC Transit,517.6,limited,"Coach bus, city bus, ferry, rental car, city bus, then ferry."
Chilliwack,chilliwack,Alert Bay,alert-bay,4,TRUE,FALSE,6,bus; skytrain; ferry; rental-car; local-bus; ferry,Ebus; TransLink; Hullo; Budget; BC Transit; BC Ferries,,limited,"Coach bus, SkyTrain, ferry, rental car, city bus, then ferry."
Chilliwack,chilliwack,Alert Bay,alert-bay,5,TRUE,FALSE,7,local-bus; skytrain; bus; ferry; rental-car; local-bus; ferry,BC Transit; TransLink; Squamish Connector; BC Ferries; National Car & Truck Rental (Vancouver Island),,limited; seasonal,"City bus, SkyTrain, coach bus, ferry, rental car, city bus, then ferry."
Chilliwack,chilliwack,Alert Bay,alert-bay,6,TRUE,FALSE,5,local-bus; skytrain; air; local-bus; ferry,BC Transit; TransLink; Pacific Coastal Airlines; BC Ferries,,limited,"City bus, SkyTrain, plane, city bus, then ferry."
Chilliwack,chilliwack,Barkerville,barkerville,1,TRUE,TRUE,3,bus; bus; local-bus,Ebus; BC Transit,625.9,limited,"Coach bus, coach bus, then city bus."
Chilliwack,chilliwack,Bella Bella,bella-bella,1,TRUE,FALSE,6,local-bus; skytrain; ferry; local-bus; rental-car; ferry,BC Transit; TransLink; Hullo; National Car & Truck Rental (Vancouver Island); BC Ferries,,limited,"City bus, SkyTrain, ferry, city bus, rental car, then ferry."
Chilliwack,chilliwack,Bella Bella,bella-bella,2,TRUE,FALSE,6,bus; skytrain; ferry; local-bus; rental-car; ferry,BC Transit; TransLink; Hullo; National Car & Truck Rental (Vancouver Island); BC Ferries,,limited,"City bus, SkyTrain, ferry, city bus, rental car, then ferry."
Chilliwack,chilliwack,Bella Bella,bella-bella,3,TRUE,FALSE,5,bus; local-bus; ferry; rental-car; ferry,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),635.5,limited,"Coach bus, city bus, ferry, rental car, then ferry."
Chilliwack,chilliwack,Bella Bella,bella-bella,4,TRUE,FALSE,5,bus; skytrain; ferry; rental-car; ferry,Ebus; TransLink; Hullo; Budget; BC Ferries,,limited,"Coach bus, SkyTrain, ferry, rental car, then ferry."
Chilliwack,chilliwack,Bella Bella,bella-bella,5,TRUE,FALSE,6,local-bus; skytrain; bus; ferry; rental-car; ferry,BC Transit; TransLink; Squamish Connector; BC Ferries; National Car & Truck Rental (Vancouver Island),,limited; seasonal,"City bus, SkyTrain, coach bus, ferry, rental car, then ferry."
Chilliwack,chilliwack,Bella Bella,bella-bella,6,TRUE,FALSE,3,local-bus; skytrain; air,BC Transit; TransLink; Pacific Coastal Airlines,,,"City bus, SkyTrain, then plane."
Chilliwack,chilliwack,Bella Coola,bella-coola,1,TRUE,FALSE,6,local-bus; skytrain; ferry; local-bus; rental-car; ferry,BC Transit; TransLink; Hullo; National Car & Truck Rental (Vancouver Island); BC Ferries,,limited,"City bus, SkyTrain, ferry, city bus, rental car, then ferry."
Chilliwack,chilliwack,Bella Coola,bella-coola,2,TRUE,FALSE,6,bus; skytrain; ferry; local-bus; rental-car; ferry,BC Transit; TransLink; Hullo; National Car & Truck Rental (Vancouver Island); BC Ferries,,limited,"City bus, SkyTrain, ferry, city bus, rental car, then ferry."
Chilliwack,chilliwack,Bella Coola,bella-coola,3,TRUE,FALSE,5,bus; local-bus; ferry; rental-car; ferry,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),736.0,limited,"Coach bus, city bus, ferry, rental car, then ferry."
Chilliwack,chilliwack,Bella Coola,bella-coola,4,TRUE,FALSE,5,bus; skytrain; ferry; rental-car; ferry,Ebus; TransLink; Hullo; Budget; BC Ferries,,limited,"Coach bus, SkyTrain, ferry, rental car, then ferry."
Chilliwack,chilliwack,Bella Coola,bella-coola,5,TRUE,FALSE,6,local-bus; skytrain; bus; ferry; rental-car; ferry,BC Transit; TransLink; Squamish Connector; BC Ferries; National Car & Truck Rental (Vancouver Island),,limited; seasonal,"City bus, SkyTrain, coach bus, ferry, rental car, then ferry."
Chilliwack,chilliwack,Bella Coola,bella-coola,6,TRUE,FALSE,4,local-bus; skytrain; air; ferry,BC Transit; TransLink; Pacific Coastal Airlines; BC Ferries,,limited,"City bus, SkyTrain, plane, then ferry."
Chilliwack,chilliwack,Bowen Island,bowen-island,1,TRUE,TRUE,3,bus; local-bus; ferry,Rider Express; TransLink; BC Ferries,114.8,,"Coach bus, city bus, then ferry."
Chilliwack,chilliwack,Bowen Island,bowen-island,2,TRUE,TRUE,4,local-bus; skytrain; bus; ferry,BC Transit; TransLink; Squamish Connector; BC Ferries,,seasonal,"City bus, SkyTrain, coach bus, then ferry."
Chilliwack,chilliwack,Bowen Island,bowen-island,3,TRUE,TRUE,6,local-bus; skytrain; ferry; local-bus; local-bus; ferry,BC Transit; TransLink; TransLink (SeaBus); BC Ferries,,,"City bus, SkyTrain, SeaBus, city bus, city bus, then ferry."
Chilliwack,chilliwack,Bowen Island,bowen-island,4,TRUE,TRUE,4,bus; skytrain; bus; ferry,BC Transit; TransLink; Squamish Connector; BC Ferries,,seasonal,"City bus, SkyTrain, coach bus, then ferry."
Chilliwack,chilliwack,Bowen Island,bowen-island,5,TRUE,TRUE,6,bus; skytrain; ferry; local-bus; local-bus; ferry,BC Transit; TransLink; TransLink (SeaBus); BC Ferries,,,"City bus, SkyTrain, SeaBus, city bus, city bus, then ferry."
Chilliwack,chilliwack,Bowen Island,bowen-island,6,TRUE,TRUE,4,bus; skytrain; bus; ferry,Ebus; TransLink; Squamish Connector; BC Ferries,,seasonal,"Coach bus, SkyTrain, coach bus, then ferry."
Chilliwack,chilliwack,Bowen Island,bowen-island,7,TRUE,TRUE,6,bus; skytrain; ferry; local-bus; local-bus; ferry,Ebus; TransLink; TransLink (SeaBus); BC Ferries,,,"Coach bus, SkyTrain, SeaBus, city bus, city bus, then ferry."
Chilliwack,chilliwack,Brentwood Bay,brentwood-bay,1,TRUE,TRUE,4,local-bus; skytrain; local-bus; ferry,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, then ferry."
Chilliwack,chilliwack,Brentwood Bay,brentwood-bay,2,TRUE,TRUE,4,bus; skytrain; local-bus; ferry,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, then ferry."
Chilliwack,chilliwack,Brentwood Bay,brentwood-bay,3,TRUE,TRUE,4,local-bus; skytrain; local-bus; bus,BC Transit; TransLink; Wilson's Transportation (BC Connector),,,"City bus, SkyTrain, city bus, then coach bus."
Chilliwack,chilliwack,Brentwood Bay,brentwood-bay,4,TRUE,TRUE,4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,,"Coach bus, SkyTrain, city bus, then ferry."
Chilliwack,chilliwack,Brentwood Bay,brentwood-bay,5,TRUE,TRUE,4,bus; skytrain; local-bus; bus,BC Transit; TransLink; Wilson's Transportation (BC Connector),,,"City bus, SkyTrain, city bus, then coach bus."
Chilliwack,chilliwack,Brentwood Bay,brentwood-bay,6,TRUE,TRUE,6,local-bus; skytrain; ferry; local-bus; local-bus; ferry,BC Transit; TransLink; Hullo; BC Ferries,,,"City bus, SkyTrain, ferry, city bus, city bus, then ferry."
Chilliwack,chilliwack,Brentwood Bay,brentwood-bay,7,TRUE,TRUE,4,local-bus; skytrain; bus; bus,BC Transit; TransLink; Whistler Shuttle; Wilson's Transportation (BC Connector),,,"City bus, SkyTrain, coach bus, then coach bus."
Chilliwack,chilliwack,Brentwood Bay,brentwood-bay,8,TRUE,TRUE,6,bus; skytrain; ferry; local-bus; local-bus; ferry,BC Transit; TransLink; Hullo; BC Ferries,,,"City bus, SkyTrain, ferry, city bus, city bus, then ferry."
Chilliwack,chilliwack,Brentwood Bay,brentwood-bay,9,TRUE,FALSE,3,local-bus; skytrain; air,BC Transit; TransLink; Pacific Coastal Airlines,,,"City bus, SkyTrain, then plane."
Chilliwack,chilliwack,Burnaby,burnaby,1,TRUE,TRUE,1,local-bus,BC Transit,86.2,,"One city bus, straight through."
Chilliwack,chilliwack,Burnaby,burnaby,2,TRUE,TRUE,1,bus,BC Transit,85.3,,"One city bus, straight through."
Chilliwack,chilliwack,Burnaby,burnaby,3,TRUE,TRUE,2,bus; skytrain,Ebus; TransLink,,,"Coach bus, then SkyTrain."
Chilliwack,chilliwack,Burnaby,burnaby,4,TRUE,TRUE,2,bus; skytrain,Mountain Man Mike's; TransLink,,limited,"Coach bus, then SkyTrain."
Chilliwack,chilliwack,Burns Lake,burns-lake,1,TRUE,TRUE,3,bus; bus; bus,Ebus; BC Bus North (Tahltan NST Busing Ltd.),866.3,limited,"Coach bus, coach bus, then coach bus."
Chilliwack,chilliwack,Burns Lake,burns-lake,2,TRUE,TRUE,3,bus; bus; intercity-train,Ebus; VIA Rail,865.5,limited,"Coach bus, coach bus, then train."
Chilliwack,chilliwack,Burns Lake,burns-lake,3,TRUE,TRUE,4,local-bus; skytrain; intercity-train; intercity-train,BC Transit; TransLink; VIA Rail,,limited,"City bus, SkyTrain, train, then train."
Chilliwack,chilliwack,Burns Lake,burns-lake,4,TRUE,TRUE,3,bus; intercity-train; intercity-train,Ebus; VIA Rail,1164.1,limited,"Coach bus, train, then train."
Chilliwack,chilliwack,Burns Lake,burns-lake,5,TRUE,TRUE,4,bus; skytrain; intercity-train; intercity-train,BC Transit; TransLink; VIA Rail,,limited,"City bus, SkyTrain, train, then train."
Chilliwack,chilliwack,Burns Lake,burns-lake,6,TRUE,FALSE,5,local-bus; skytrain; air; ferry; bus,BC Transit; TransLink; Pacific Coastal Airlines; BC Ferries; BC Bus North (Tahltan NST Busing Ltd.),,limited,"City bus, SkyTrain, plane, ferry, then coach bus."
Chilliwack,chilliwack,"Calgary, AB",calgary,1,TRUE,TRUE,1,bus,Ebus,689.3,,"One coach bus, straight through."
Chilliwack,chilliwack,"Calgary, AB",calgary,2,TRUE,FALSE,3,local-bus; skytrain; air,BC Transit; TransLink; Flair Airlines,,,"City bus, SkyTrain, then plane."
Chilliwack,chilliwack,Campbell River,campbell-river,1,TRUE,FALSE,5,local-bus; skytrain; ferry; local-bus; rental-car,BC Transit; TransLink; Hullo; National Car & Truck Rental (Vancouver Island),,,"City bus, SkyTrain, ferry, city bus, then rental car."
Chilliwack,chilliwack,Campbell River,campbell-river,2,TRUE,FALSE,5,bus; skytrain; ferry; local-bus; rental-car,BC Transit; TransLink; Hullo; National Car & Truck Rental (Vancouver Island),,,"City bus, SkyTrain, ferry, city bus, then rental car."
Chilliwack,chilliwack,Campbell River,campbell-river,3,TRUE,FALSE,4,bus; local-bus; ferry; rental-car,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),300.5,,"Coach bus, city bus, ferry, then rental car."
Chilliwack,chilliwack,Campbell River,campbell-river,4,TRUE,FALSE,4,bus; skytrain; ferry; rental-car,Ebus; TransLink; Hullo; Budget,,,"Coach bus, SkyTrain, ferry, then rental car."
Chilliwack,chilliwack,Campbell River,campbell-river,5,TRUE,FALSE,7,local-bus; skytrain; ferry; local-bus; local-bus; ferry; rental-car,BC Transit; TransLink; TransLink (SeaBus); BC Ferries; National Car & Truck Rental (Vancouver Island),,,"City bus, SkyTrain, SeaBus, city bus, city bus, ferry, then rental car."
Chilliwack,chilliwack,Campbell River,campbell-river,6,FALSE,TRUE,4,local-bus; skytrain; ferry; bus,BC Transit; TransLink; Hullo; Island Link,,,"City bus, SkyTrain, ferry, then coach bus."
Chilliwack,chilliwack,Campbell River,campbell-river,7,FALSE,TRUE,4,bus; skytrain; ferry; bus,BC Transit; TransLink; Hullo; Island Link,,,"City bus, SkyTrain, ferry, then coach bus."
Chilliwack,chilliwack,Campbell River,campbell-river,8,FALSE,TRUE,4,bus; skytrain; ferry; bus,Ebus; TransLink; Hullo; Island Link,,,"Coach bus, SkyTrain, ferry, then coach bus."
Chilliwack,chilliwack,Campbell River,campbell-river,9,TRUE,FALSE,3,local-bus; skytrain; air,BC Transit; TransLink; Pacific Coastal Airlines,,,"City bus, SkyTrain, then plane."
Chilliwack,chilliwack,Castlegar,castlegar,1,TRUE,TRUE,1,bus,Mountain Man Mike's,385.5,limited,"One coach bus, straight through."
Chilliwack,chilliwack,Castlegar,castlegar,2,TRUE,FALSE,3,local-bus; skytrain; air,BC Transit; TransLink; Air Canada,,,"City bus, SkyTrain, then plane."
Chilliwack,chilliwack,Clearwater,clearwater,1,TRUE,TRUE,2,bus; local-bus,Ebus; BC Transit,325.4,limited,"Coach bus, then city bus."
Chilliwack,chilliwack,Comox,comox,1,TRUE,FALSE,5,local-bus; skytrain; ferry; local-bus; rental-car,BC Transit; TransLink; Hullo; National Car & Truck Rental (Vancouver Island),,,"City bus, SkyTrain, ferry, city bus, then rental car."
Chilliwack,chilliwack,Comox,comox,2,TRUE,TRUE,5,local-bus; skytrain; ferry; carpool; local-bus,BC Transit; TransLink; Hullo; Poparide,,on-demand,"City bus, SkyTrain, ferry, carpool, then city bus."
Chilliwack,chilliwack,Comox,comox,3,TRUE,FALSE,4,bus; local-bus; ferry; rental-car,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),259.2,,"Coach bus, city bus, ferry, then rental car."
Chilliwack,chilliwack,Comox,comox,4,TRUE,FALSE,5,bus; skytrain; ferry; local-bus; rental-car,BC Transit; TransLink; Hullo; National Car & Truck Rental (Vancouver Island),,,"City bus, SkyTrain, ferry, city bus, then rental car."
Chilliwack,chilliwack,Comox,comox,5,TRUE,TRUE,5,bus; skytrain; ferry; carpool; local-bus,BC Transit; TransLink; Hullo; Poparide,,on-demand,"City bus, SkyTrain, ferry, carpool, then city bus."
Chilliwack,chilliwack,Comox,comox,6,TRUE,TRUE,5,bus; local-bus; ferry; bus; ferry,Rider Express; TransLink; BC Ferries; Sunshine Coast Connector,271.1,,"Coach bus, city bus, ferry, coach bus, then ferry."
Chilliwack,chilliwack,Comox,comox,7,FALSE,TRUE,5,local-bus; skytrain; ferry; bus; local-bus,BC Transit; TransLink; Hullo; Island Link,,,"City bus, SkyTrain, ferry, coach bus, then city bus."
Chilliwack,chilliwack,Comox,comox,8,FALSE,TRUE,5,bus; skytrain; ferry; bus; local-bus,BC Transit; TransLink; Hullo; Island Link,,,"City bus, SkyTrain, ferry, coach bus, then city bus."
Chilliwack,chilliwack,Comox,comox,9,FALSE,TRUE,5,bus; skytrain; ferry; bus; local-bus,Ebus; TransLink; Hullo; Island Link; BC Transit,,,"Coach bus, SkyTrain, ferry, coach bus, then city bus."
Chilliwack,chilliwack,Comox,comox,10,TRUE,FALSE,3,local-bus; skytrain; air,BC Transit; TransLink; Pacific Coastal Airlines,,,"City bus, SkyTrain, then plane."
Chilliwack,chilliwack,Coquitlam,coquitlam,1,TRUE,TRUE,2,local-bus; skytrain,BC Transit; TransLink,,,"City bus, then SkyTrain."
Chilliwack,chilliwack,Coquitlam,coquitlam,2,TRUE,TRUE,2,bus; skytrain,BC Transit; TransLink,,,"City bus, then SkyTrain."
Chilliwack,chilliwack,Coquitlam,coquitlam,3,TRUE,TRUE,2,bus; skytrain,Ebus; TransLink,,,"Coach bus, then SkyTrain."
Chilliwack,chilliwack,Coquitlam,coquitlam,4,TRUE,TRUE,2,bus; skytrain,Mountain Man Mike's; TransLink,,limited,"Coach bus, then SkyTrain."
Chilliwack,chilliwack,Coquitlam,coquitlam,5,TRUE,TRUE,3,bus; local-bus; local-train,BC Transit; TransLink (West Coast Express),77.8,limited,"City bus, city bus, then train."
Chilliwack,chilliwack,Coquitlam,coquitlam,6,TRUE,TRUE,4,bus; local-bus; local-bus; local-bus,BC Transit; TransLink,75.8,limited,"City bus, city bus, city bus, then city bus."
Chilliwack,chilliwack,Cortes Island,cortes-island,1,TRUE,FALSE,7,local-bus; skytrain; ferry; local-bus; rental-car; ferry; ferry,BC Transit; TransLink; Hullo; National Car & Truck Rental (Vancouver Island); BC Ferries,,,"City bus, SkyTrain, ferry, city bus, rental car, ferry, then ferry."
Chilliwack,chilliwack,Cortes Island,cortes-island,2,TRUE,FALSE,7,bus; skytrain; ferry; local-bus; rental-car; ferry; ferry,BC Transit; TransLink; Hullo; National Car & Truck Rental (Vancouver Island); BC Ferries,,,"City bus, SkyTrain, ferry, city bus, rental car, ferry, then ferry."
Chilliwack,chilliwack,Cortes Island,cortes-island,3,TRUE,FALSE,6,bus; skytrain; ferry; rental-car; ferry; ferry,Ebus; TransLink; Hullo; Budget; BC Ferries,,,"Coach bus, SkyTrain, ferry, rental car, ferry, then ferry."
Chilliwack,chilliwack,Cortes Island,cortes-island,4,TRUE,FALSE,6,bus; local-bus; ferry; rental-car; ferry; ferry,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),328.7,,"Coach bus, city bus, ferry, rental car, ferry, then ferry."
Chilliwack,chilliwack,Cortes Island,cortes-island,5,TRUE,FALSE,6,bus; skytrain; ferry; rental-car; ferry; ferry,Mountain Man Mike's; TransLink; Hullo; Budget; BC Ferries,,limited,"Coach bus, SkyTrain, ferry, rental car, ferry, then ferry."
Chilliwack,chilliwack,Cortes Island,cortes-island,6,FALSE,TRUE,6,local-bus; skytrain; ferry; bus; ferry; ferry,BC Transit; TransLink; Hullo; Island Link; BC Ferries,,,"City bus, SkyTrain, ferry, coach bus, ferry, then ferry."
Chilliwack,chilliwack,Cortes Island,cortes-island,7,FALSE,TRUE,6,bus; skytrain; ferry; bus; ferry; ferry,BC Transit; TransLink; Hullo; Island Link; BC Ferries,,,"City bus, SkyTrain, ferry, coach bus, ferry, then ferry."
Chilliwack,chilliwack,Cortes Island,cortes-island,8,FALSE,TRUE,6,bus; skytrain; ferry; bus; ferry; ferry,Ebus; TransLink; Hullo; Island Link; BC Ferries,,,"Coach bus, SkyTrain, ferry, coach bus, ferry, then ferry."
Chilliwack,chilliwack,Cortes Island,cortes-island,9,TRUE,FALSE,5,local-bus; skytrain; air; ferry; ferry,BC Transit; TransLink; Pacific Coastal Airlines; BC Ferries,,,"City bus, SkyTrain, plane, ferry, then ferry."
Chilliwack,chilliwack,Courtenay (Comox Valley),courtenay,1,TRUE,TRUE,4,local-bus; skytrain; ferry; carpool,BC Transit; TransLink; Hullo; Poparide,,on-demand,"City bus, SkyTrain, ferry, then carpool."
Chilliwack,chilliwack,Courtenay (Comox Valley),courtenay,2,TRUE,FALSE,5,local-bus; skytrain; ferry; local-bus; rental-car,BC Transit; TransLink; Hullo; National Car & Truck Rental (Vancouver Island),,,"City bus, SkyTrain, ferry, city bus, then rental car."
Chilliwack,chilliwack,Courtenay (Comox Valley),courtenay,3,TRUE,TRUE,4,bus; skytrain; ferry; carpool,BC Transit; TransLink; Hullo; Poparide,,on-demand,"City bus, SkyTrain, ferry, then carpool."
Chilliwack,chilliwack,Courtenay (Comox Valley),courtenay,4,TRUE,FALSE,4,bus; local-bus; ferry; rental-car,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),259.2,,"Coach bus, city bus, ferry, then rental car."
Chilliwack,chilliwack,Courtenay (Comox Valley),courtenay,5,TRUE,FALSE,5,bus; skytrain; ferry; local-bus; rental-car,BC Transit; TransLink; Hullo; National Car & Truck Rental (Vancouver Island),,,"City bus, SkyTrain, ferry, city bus, then rental car."
Chilliwack,chilliwack,Courtenay (Comox Valley),courtenay,6,TRUE,TRUE,4,bus; skytrain; ferry; carpool,Ebus; TransLink; Hullo; Poparide,,on-demand,"Coach bus, SkyTrain, ferry, then carpool."
Chilliwack,chilliwack,Courtenay (Comox Valley),courtenay,7,TRUE,TRUE,5,bus; local-bus; ferry; bus; ferry,Rider Express; TransLink; BC Ferries; Sunshine Coast Connector,271.1,,"Coach bus, city bus, ferry, coach bus, then ferry."
Chilliwack,chilliwack,Courtenay (Comox Valley),courtenay,8,FALSE,TRUE,4,local-bus; skytrain; ferry; bus,BC Transit; TransLink; Hullo; Island Link,,,"City bus, SkyTrain, ferry, then coach bus."
Chilliwack,chilliwack,Courtenay (Comox Valley),courtenay,9,FALSE,TRUE,4,bus; skytrain; ferry; bus,BC Transit; TransLink; Hullo; Island Link,,,"City bus, SkyTrain, ferry, then coach bus."
Chilliwack,chilliwack,Courtenay (Comox Valley),courtenay,10,FALSE,TRUE,4,bus; skytrain; ferry; bus,Ebus; TransLink; Hullo; Island Link,,,"Coach bus, SkyTrain, ferry, then coach bus."
Chilliwack,chilliwack,Courtenay (Comox Valley),courtenay,11,TRUE,FALSE,3,local-bus; skytrain; air,BC Transit; TransLink; Pacific Coastal Airlines,,,"City bus, SkyTrain, then plane."
Chilliwack,chilliwack,Cranbrook,cranbrook,1,TRUE,TRUE,2,bus; bus,Mountain Man Mike's,580.2,limited,"Coach bus, then coach bus."
Chilliwack,chilliwack,Cranbrook,cranbrook,2,TRUE,TRUE,2,bus; bus,Ebus; Mountain Man Mike's,1042.3,limited,"Coach bus, then coach bus."
Chilliwack,chilliwack,Cranbrook,cranbrook,3,TRUE,FALSE,3,local-bus; skytrain; air,BC Transit; TransLink; Air Canada,,,"City bus, SkyTrain, then plane."
Chilliwack,chilliwack,Creston,creston,1,TRUE,TRUE,2,bus; bus,Mountain Man Mike's,508.2,limited,"Coach bus, then coach bus."
Chilliwack,chilliwack,Creston,creston,2,TRUE,TRUE,2,bus; bus,Ebus; Mountain Man Mike's,1114.3,limited,"Coach bus, then coach bus."
Chilliwack,chilliwack,Creston,creston,3,TRUE,FALSE,4,local-bus; skytrain; air; bus,BC Transit; TransLink; Flair Airlines; Mountain Man Mike's,,limited,"City bus, SkyTrain, plane, then coach bus."
